Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2003,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3627.0,58.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2081.0,54.5
2003,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1758.0,57.5
2003,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2442.0,61.3
2003,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2526.0,61.4
2003,Cerebrovascular diseases (I60-I69),Stroke,Maine,802.0,52.2
2003,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2734.0,54.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,3407.0,46.5
2003,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5470.0,54.5
2003,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2550.0,47.9
2003,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1736.0,63.6
2003,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3580.0,57.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Montana,576.0,56.1
2003,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1094.0,54.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1028.0,57.8
2003,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,536.0,43.0
2003,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3966.0,43.1
2003,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,770.0,44.6
2003,Cerebrovascular diseases (I60-I69),Stroke,New York,7281.0,35.7
2003,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,5203.0,66.4
2003,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,476.0,56.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6910.0,56.6
2003,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2485.0,68.9
2003,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2554.0,66.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8261.0,52.8
2003,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,565.0,42.9
2003,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2748.0,71.2
2003,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,476.0,50.4
2003,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3883.0,69.2
2003,Cerebrovascular diseases (I60-I69),Stroke,Texas,10303.0,60.8
2003,Cerebrovascular diseases (I60-I69),Stroke,Utah,876.0,55.2
2003,Cerebrovascular diseases (I60-I69),Stroke,Vermont,306.0,46.2
2003,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3938.0,60.6
2003,Cerebrovascular diseases (I60-I69),Stroke,Washington,3595.0,62.4
2003,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1309.0,61.2
2003,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3216.0,53.1
2003,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,253.0,53.9
2004,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2986.0,65.5
2004,Cerebrovascular diseases (I60-I69),Stroke,Alaska,172.0,52.8
2004,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2446.0,44.6
2004,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1948.0,65.3
2004,Cerebrovascular diseases (I60-I69),Stroke,California,16882.0,54.6
2004,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1638.0,44.9
2004,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1635.0,39.1
2004,Cerebrovascular diseases (I60-I69),Stroke,Delaware,350.0,41.8
2004,Cerebrovascular diseases (I60-I69),Stroke,Washington,218.0,39.3
2004,Cerebrovascular diseases (I60-I69),Stroke,Florida,9715.0,42.8
2004,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4063.0,60.8
2004,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,714.0,51.0
2004,Cerebrovascular diseases (I60-I69),Stroke,Idaho,712.0,55.3
2004,Cerebrovascular diseases (I60-I69),Stroke,Illinois,6489.0,51.5
2004,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3454.0,55.3
2004,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1960.0,50.5
2004,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1611.0,52.2
2004,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2339.0,58.0
2004,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2489.0,59.8
2004,Cerebrovascular diseases (I60-I69),Stroke,Maine,801.0,51.5
2004,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2718.0,53.2
2004,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,3254.0,44.1
2004,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5290.0,52.0
2004,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2542.0,47.1
2004,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1651.0,59.9
2004,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3503.0,56.1
2004,Cerebrovascular diseases (I60-I69),Stroke,Montana,484.0,46.1
2004,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,978.0,48.5
2004,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1030.0,54.6
2004,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,586.0,45.6
2004,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3781.0,40.8
2004,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,721.0,41.1
2004,Cerebrovascular diseases (I60-I69),Stroke,New York,6927.0,33.7
2004,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4955.0,61.7
2004,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,475.0,55.4
2004,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6501.0,52.8
2004,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2183.0,60.3
2004,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2328.0,59.5
2004,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,7792.0,49.6
2004,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,522.0,39.8
2004,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2643.0,66.5
2004,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,469.0,48.7
2004,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3680.0,64.6
2004,Cerebrovascular diseases (I60-I69),Stroke,Texas,9853.0,56.9
2004,Cerebrovascular diseases (I60-I69),Stroke,Utah,790.0,48.6
2004,Cerebrovascular diseases (I60-I69),Stroke,Vermont,302.0,45.0
2004,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3788.0,56.7
2004,Cerebrovascular diseases (I60-I69),Stroke,Washington,3243.0,55.1
2004,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1178.0,54.8
2004,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3071.0,50.0
2004,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,214.0,44.2
2005,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2952.0,63.4
2005,Cerebrovascular diseases (I60-I69),Stroke,Alaska,178.0,54.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2364.0,41.4
2005,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1847.0,61.2
2005,Cerebrovascular diseases (I60-I69),Stroke,California,15585.0,49.0
2005,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1599.0,42.6
2005,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1528.0,36.2
2005,Cerebrovascular diseases (I60-I69),Stroke,Delaware,384.0,44.3
2005,Cerebrovascular diseases (I60-I69),Stroke,Washington,231.0,41.2
2005,Cerebrovascular diseases (I60-I69),Stroke,Florida,9361.0,40.3
2005,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3854.0,55.6
2005,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,688.0,47.6
2005,Cerebrovascular diseases (I60-I69),Stroke,Idaho,718.0,53.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Illinois,6252.0,49.0
2005,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3296.0,51.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1902.0,49.2
2005,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1571.0,50.3
2005,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2168.0,52.5
2005,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2469.0,58.0
2005,Cerebrovascular diseases (I60-I69),Stroke,Maine,693.0,43.8
2005,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2476.0,47.1
2005,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2977.0,39.8
2005,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5057.0,48.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2379.0,43.5
2005,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1622.0,58.0
2005,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3347.0,52.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Montana,522.0,48.6
2005,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,986.0,48.4
2005,Cerebrovascular diseases (I60-I69),Stroke,Nevada,945.0,48.2
2005,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,497.0,37.7
2005,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3614.0,38.5
2005,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,730.0,40.1
2005,Cerebrovascular diseases (I60-I69),Stroke,New York,6622.0,31.7
2005,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4861.0,59.0
2005,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,368.0,43.0
2005,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6279.0,50.2
2005,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2235.0,60.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2289.0,57.2
2005,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,7650.0,48.0
2005,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,533.0,39.9
2005,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2458.0,60.2
2005,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,511.0,52.7
2005,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3659.0,62.7
2005,Cerebrovascular diseases (I60-I69),Stroke,Texas,9366.0,52.4
2005,Cerebrovascular diseases (I60-I69),Stroke,Utah,794.0,46.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Vermont,260.0,38.2
2005,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3675.0,53.7
2005,Cerebrovascular diseases (I60-I69),Stroke,Washington,2895.0,48.1
2005,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1151.0,53.2
2005,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2960.0,47.4
2005,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,221.0,45.1
2006,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2740.0,57.8
2006,Cerebrovascular diseases (I60-I69),Stroke,Alaska,177.0,48.2
2006,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2226.0,37.5
2006,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1884.0,61.2
2006,Cerebrovascular diseases (I60-I69),Stroke,California,15039.0,46.4
2006,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1532.0,39.1
2006,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1547.0,35.8
2006,Cerebrovascular diseases (I60-I69),Stroke,Delaware,384.0,42.9
2006,Cerebrovascular diseases (I60-I69),Stroke,Washington,221.0,40.0
2006,Cerebrovascular diseases (I60-I69),Stroke,Florida,8925.0,37.8
2006,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3889.0,53.5
2006,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,665.0,44.7
2006,Cerebrovascular diseases (I60-I69),Stroke,Idaho,725.0,52.7
2006,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5989.0,46.3
2006,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3238.0,49.9
2006,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1718.0,43.6
2006,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1489.0,47.3
2006,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2197.0,51.9
2006,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2195.0,53.9
2006,Cerebrovascular diseases (I60-I69),Stroke,Maine,670.0,41.5
2006,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2365.0,43.8
2006,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2880.0,38.1
2006,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4752.0,44.9
2006,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2219.0,39.7
2006,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1585.0,56.1
2006,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3247.0,50.5
2006,Cerebrovascular diseases (I60-I69),Stroke,Montana,461.0,41.7
2006,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,922.0,44.7
2006,Cerebrovascular diseases (I60-I69),Stroke,Nevada,847.0,41.3
2006,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,494.0,36.1
2006,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3468.0,36.3
2006,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,739.0,39.3
2006,Cerebrovascular diseases (I60-I69),Stroke,New York,6398.0,30.4
2006,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4572.0,53.2
2006,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,428.0,49.6
2006,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5828.0,45.7
2006,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2085.0,55.7
2006,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1978.0,48.2
2006,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,7151.0,44.2
2006,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,421.0,31.2
2006,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2291.0,53.8
2006,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,442.0,44.0
2006,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3407.0,56.4
2006,Cerebrovascular diseases (I60-I69),Stroke,Texas,9366.0,50.4
2006,Cerebrovascular diseases (I60-I69),Stroke,Utah,674.0,38.2
2006,Cerebrovascular diseases (I60-I69),Stroke,Vermont,264.0,38.1
2006,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3523.0,50.1
2006,Cerebrovascular diseases (I60-I69),Stroke,Washington,2725.0,43.6
2006,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1072.0,48.5
2006,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2829.0,44.6
2006,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,236.0,46.5
2007,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2747.0,56.9
2007,Cerebrovascular diseases (I60-I69),Stroke,Alaska,157.0,47.0
2007,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2207.0,35.9
2007,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1873.0,60.1
2007,Cerebrovascular diseases (I60-I69),Stroke,California,14557.0,43.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1600.0,39.5
2007,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1463.0,33.4
2007,Cerebrovascular diseases (I60-I69),Stroke,Delaware,374.0,40.4
2007,Cerebrovascular diseases (I60-I69),Stroke,Washington,220.0,39.0
2007,Cerebrovascular diseases (I60-I69),Stroke,Florida,8781.0,36.5
2007,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3894.0,52.0
2007,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,643.0,41.9
2007,Cerebrovascular diseases (I60-I69),Stroke,Idaho,640.0,44.6
2007,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5864.0,44.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3083.0,46.6
2007,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1686.0,42.8
2007,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1498.0,46.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2144.0,49.8
2007,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2147.0,51.3
2007,Cerebrovascular diseases (I60-I69),Stroke,Maine,664.0,40.4
2007,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2364.0,42.9
2007,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2832.0,36.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4798.0,44.5
2007,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2193.0,38.4
2007,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1589.0,55.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3229.0,49.4
2007,Cerebrovascular diseases (I60-I69),Stroke,Montana,443.0,39.0
2007,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,921.0,43.8
2007,Cerebrovascular diseases (I60-I69),Stroke,Nevada,850.0,39.8
2007,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,489.0,34.8
2007,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3492.0,36.0
2007,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,804.0,41.3
2007,Cerebrovascular diseases (I60-I69),Stroke,New York,6160.0,28.8
2007,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4530.0,51.1
2007,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,330.0,37.9
2007,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5905.0,45.5
2007,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2126.0,56.2
2007,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1835.0,43.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,7152.0,43.4
2007,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,457.0,33.4
2007,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2466.0,55.8
2007,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,410.0,40.2
2007,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3450.0,55.9
2007,Cerebrovascular diseases (I60-I69),Stroke,Texas,9796.0,51.5
2007,Cerebrovascular diseases (I60-I69),Stroke,Utah,755.0,41.3
2007,Cerebrovascular diseases (I60-I69),Stroke,Vermont,269.0,38.0
2007,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3313.0,45.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Washington,2692.0,42.1
2007,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1113.0,49.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2738.0,42.6
2007,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,209.0,40.5
2008,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2863.0,58.2
2008,Cerebrovascular diseases (I60-I69),Stroke,Alaska,172.0,44.5
2008,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2147.0,33.9
2008,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1722.0,54.4
2008,Cerebrovascular diseases (I60-I69),Stroke,California,14048.0,41.2
2008,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1565.0,37.4
2008,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1433.0,32.0
2008,Cerebrovascular diseases (I60-I69),Stroke,Delaware,365.0,37.9
2008,Cerebrovascular diseases (I60-I69),Stroke,Washington,222.0,38.5
2008,Cerebrovascular diseases (I60-I69),Stroke,Florida,8589.0,34.8
2008,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3805.0,49.5
2008,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,642.0,40.7
2008,Cerebrovascular diseases (I60-I69),Stroke,Idaho,609.0,41.6
2008,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5788.0,43.4
2008,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3114.0,46.2
2008,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1732.0,43.6
2008,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1574.0,48.6
2008,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2098.0,47.9
2008,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2084.0,48.6
2008,Cerebrovascular diseases (I60-I69),Stroke,Maine,671.0,40.4
2008,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2330.0,41.4
2008,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2747.0,35.1
2008,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4769.0,43.4
2008,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2199.0,37.7
2008,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1592.0,54.7
2008,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3261.0,49.2
2008,Cerebrovascular diseases (I60-I69),Stroke,Montana,466.0,40.3
2008,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,863.0,41.0
2008,Cerebrovascular diseases (I60-I69),Stroke,Nevada,906.0,40.8
2008,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,484.0,33.9
2008,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3264.0,33.1
2008,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,760.0,38.3
2008,Cerebrovascular diseases (I60-I69),Stroke,New York,6123.0,28.2
2008,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4637.0,50.8
2008,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,325.0,37.2
2008,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5951.0,45.2
2008,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2079.0,54.0
2008,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1899.0,44.1
2008,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6942.0,41.9
2008,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,462.0,34.1
2008,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2394.0,52.6
2008,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,396.0,39.1
2008,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3356.0,53.1
2008,Cerebrovascular diseases (I60-I69),Stroke,Texas,9629.0,49.2
2008,Cerebrovascular diseases (I60-I69),Stroke,Utah,748.0,39.7
2008,Cerebrovascular diseases (I60-I69),Stroke,Vermont,281.0,38.3
2008,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3301.0,44.5
2008,Cerebrovascular diseases (I60-I69),Stroke,Washington,2773.0,42.3
2008,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1096.0,48.3
2008,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2638.0,40.1
2008,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,234.0,44.4
2009,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2675.0,53.6
2009,Cerebrovascular diseases (I60-I69),Stroke,Alaska,162.0,41.8
2009,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2072.0,31.7
2009,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1694.0,52.9
2009,Cerebrovascular diseases (I60-I69),Stroke,California,13506.0,38.5
2009,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1532.0,35.2
2009,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1460.0,32.4
2009,Cerebrovascular diseases (I60-I69),Stroke,Delaware,415.0,42.5
2009,Cerebrovascular diseases (I60-I69),Stroke,Washington,199.0,34.6
2009,Cerebrovascular diseases (I60-I69),Stroke,Florida,8395.0,33.2
2009,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3732.0,46.9
2009,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,671.0,41.0
2009,Cerebrovascular diseases (I60-I69),Stroke,Idaho,627.0,41.6
2009,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5258.0,39.0
2009,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3004.0,44.0
2009,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1635.0,41.2
2009,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1416.0,43.2
2009,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2064.0,46.4
2009,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2061.0,47.4
2009,Cerebrovascular diseases (I60-I69),Stroke,Maine,647.0,38.0
2009,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2288.0,39.4
2009,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2579.0,32.5
2009,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4435.0,39.8
2009,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2033.0,34.4
2009,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1436.0,48.8
2009,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3017.0,44.9
2009,Cerebrovascular diseases (I60-I69),Stroke,Montana,462.0,39.5
2009,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,857.0,40.1
2009,Cerebrovascular diseases (I60-I69),Stroke,Nevada,859.0,36.9
2009,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,499.0,34.1
2009,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3265.0,32.6
2009,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,726.0,35.2
2009,Cerebrovascular diseases (I60-I69),Stroke,New York,5950.0,27.0
2009,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4442.0,47.2
2009,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,337.0,38.2
2009,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5576.0,41.8
2009,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1961.0,50.1
2009,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1912.0,43.5
2009,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6842.0,40.7
2009,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,429.0,31.4
2009,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2400.0,51.3
2009,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,418.0,40.2
2009,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3156.0,48.7
2009,Cerebrovascular diseases (I60-I69),Stroke,Texas,9137.0,45.2
2009,Cerebrovascular diseases (I60-I69),Stroke,Utah,738.0,37.6
2009,Cerebrovascular diseases (I60-I69),Stroke,Vermont,221.0,29.7
2009,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3244.0,42.5
2009,Cerebrovascular diseases (I60-I69),Stroke,Washington,2591.0,38.6
2009,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1073.0,46.7
2009,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2501.0,37.7
2009,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,233.0,42.6
2010,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2619.0,51.6
2010,Cerebrovascular diseases (I60-I69),Stroke,Alaska,167.0,40.9
2010,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2138.0,31.9
2010,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1741.0,53.8
2010,Cerebrovascular diseases (I60-I69),Stroke,California,13662.0,38.1
